Date,BUDAPEST,GYOR.L1,NOGRAD.L4,TOLNA.L2,TOLNA.L3,TOLNA.L4,TOLNA.L5
15/10/2012,210.0,128.0,38.0,28.0,36.0,23.0,39.0
08/10/2012,267.0,107.0,112.0,6.0,28.0,36.0,23.0
01/10/2012,166.0,90.0,47.0,38.0,6.0,28.0,36.0
24/09/2012,168.0,92.0,108.0,21.0,38.0,6.0,28.0
17/09/2012,350.0,106.0,77.0,12.0,21.0,38.0,6.0
10/09/2012,224.0,94.0,30.0,73.0,12.0,21.0,38.0
03/09/2012,136.0,60.0,43.0,59.0,73.0,12.0,21.0
27/08/2012,278.0,110.0,71.0,10.0,59.0,73.0,12.0
20/08/2012,161.0,123.0,106.0,79.0,10.0,59.0,73.0
13/08/2012,385.0,108.0,76.0,35.0,79.0,10.0,59.0
06/08/2012,230.0,113.0,107.0,73.0,35.0,79.0,10.0
30/07/2012,284.0,56.0,88.0,56.0,73.0,35.0,79.0
23/07/2012,210.0,57.0,73.0,51.0,56.0,73.0,35.0
16/07/2012,125.0,61.0,68.0,22.0,51.0,56.0,73.0
09/07/2012,104.0,49.0,100.0,20.0,22.0,51.0,56.0
02/07/2012,140.0,24.0,59.0,13.0,20.0,22.0,51.0
25/06/2012,99.0,27.0,25.0,11.0,13.0,20.0,22.0
18/06/2012,35.0,7.0,21.0,11.0,11.0,13.0,20.0
11/06/2012,14.0,5.0,18.0,10.0,11.0,11.0,13.0
04/06/2012,34.0,4.0,11.0,4.0,10.0,11.0,11.0
28/05/2012,7.0,33.0,6.0,5.0,4.0,10.0,11.0
21/05/2012,7.0,7.0,8.0,2.0,5.0,4.0,10.0
14/05/2012,4.0,4.0,3.0,0.0,2.0,5.0,4.0
07/05/2012,4.0,6.0,1.0,0.0,0.0,2.0,5.0
30/04/2012,10.0,2.0,1.0,4.0,0.0,0.0,2.0
23/04/2012,6.0,3.0,0.0,4.0,4.0,0.0,0.0
16/04/2012,6.0,3.0,0.0,0.0,4.0,4.0,0.0
09/04/2012,12.0,5.0,0.0,4.0,0.0,4.0,4.0
02/04/2012,20.0,4.0,4.0,7.0,4.0,0.0,4.0
26/03/2012,14.0,13.0,3.0,13.0,7.0,4.0,0.0
19/03/2012,33.0,22.0,2.0,8.0,13.0,7.0,4.0
12/03/2012,20.0,12.0,0.0,8.0,8.0,13.0,7.0
05/03/2012,25.0,6.0,7.0,13.0,8.0,8.0,13.0
27/02/2012,93.0,30.0,12.0,8.0,13.0,8.0,8.0
20/02/2012,72.0,22.0,9.0,19.0,8.0,13.0,8.0
13/02/2012,54.0,32.0,19.0,38.0,19.0,8.0,13.0
06/02/2012,175.0,27.0,29.0,14.0,38.0,19.0,8.0
30/01/2012,126.0,35.0,27.0,24.0,14.0,38.0,19.0
23/01/2012,60.0,42.0,11.0,14.0,24.0,14.0,38.0
16/01/2012,193.0,86.0,32.0,10.0,14.0,24.0,14.0
09/01/2012,68.0,43.0,33.0,8.0,10.0,14.0,24.0
02/01/2012,183.0,32.0,25.0,9.0,8.0,10.0,14.0
26/12/2011,156.0,68.0,14.0,10.0,9.0,8.0,10.0
19/12/2011,479.0,137.0,0.0,10.0,10.0,9.0,8.0
12/12/2011,143.0,33.0,21.0,27.0,10.0,10.0,9.0
05/12/2011,193.0,43.0,39.0,4.0,27.0,10.0,10.0
28/11/2011,105.0,47.0,74.0,6.0,4.0,27.0,10.0
21/11/2011,136.0,41.0,34.0,12.0,6.0,4.0,27.0
14/11/2011,91.0,49.0,8.0,11.0,12.0,6.0,4.0
07/11/2011,150.0,35.0,25.0,11.0,11.0,12.0,6.0
31/10/2011,82.0,69.0,4.0,10.0,11.0,11.0,12.0
24/10/2011,64.0,53.0,21.0,9.0,10.0,11.0,11.0
17/10/2011,100.0,150.0,26.0,15.0,9.0,10.0,11.0
10/10/2011,95.0,87.0,49.0,8.0,15.0,9.0,10.0
03/10/2011,136.0,160.0,25.0,10.0,8.0,15.0,9.0
26/09/2011,80.0,102.0,69.0,24.0,10.0,8.0,15.0
19/09/2011,122.0,73.0,19.0,12.0,24.0,10.0,8.0
12/09/2011,117.0,106.0,55.0,15.0,12.0,24.0,10.0
05/09/2011,84.0,40.0,26.0,52.0,15.0,12.0,24.0
29/08/2011,133.0,97.0,37.0,24.0,52.0,15.0,12.0
22/08/2011,62.0,49.0,39.0,28.0,24.0,52.0,15.0
15/08/2011,211.0,98.0,4.0,34.0,28.0,24.0,52.0
08/08/2011,143.0,68.0,33.0,34.0,34.0,28.0,24.0
01/08/2011,128.0,74.0,17.0,40.0,34.0,34.0,28.0
25/07/2011,105.0,85.0,42.0,37.0,40.0,34.0,34.0
18/07/2011,140.0,40.0,11.0,90.0,37.0,40.0,34.0
11/07/2011,51.0,43.0,23.0,25.0,90.0,37.0,40.0
04/07/2011,70.0,28.0,15.0,31.0,25.0,90.0,37.0
27/06/2011,46.0,16.0,7.0,7.0,31.0,25.0,90.0
20/06/2011,17.0,23.0,8.0,22.0,7.0,31.0,25.0
13/06/2011,21.0,12.0,10.0,29.0,22.0,7.0,31.0
06/06/2011,51.0,17.0,13.0,6.0,29.0,22.0,7.0
30/05/2011,22.0,12.0,3.0,13.0,6.0,29.0,22.0
23/05/2011,11.0,8.0,11.0,1.0,13.0,6.0,29.0
16/05/2011,3.0,4.0,4.0,7.0,1.0,13.0,6.0
09/05/2011,10.0,5.0,3.0,1.0,7.0,1.0,13.0
02/05/2011,4.0,1.0,4.0,2.0,1.0,7.0,1.0
25/04/2011,3.0,0.0,0.0,5.0,2.0,1.0,7.0
18/04/2011,9.0,6.0,0.0,0.0,5.0,2.0,1.0
11/04/2011,14.0,0.0,0.0,8.0,0.0,5.0,2.0
04/04/2011,12.0,2.0,0.0,5.0,8.0,0.0,5.0
28/03/2011,22.0,9.0,1.0,4.0,5.0,8.0,0.0
21/03/2011,43.0,13.0,2.0,3.0,4.0,5.0,8.0
14/03/2011,27.0,17.0,4.0,4.0,3.0,4.0,5.0
07/03/2011,67.0,19.0,6.0,5.0,4.0,3.0,4.0
28/02/2011,78.0,33.0,9.0,1.0,5.0,4.0,3.0
21/02/2011,61.0,22.0,14.0,18.0,1.0,5.0,4.0
14/02/2011,62.0,35.0,15.0,10.0,18.0,1.0,5.0
07/02/2011,40.0,41.0,19.0,25.0,10.0,18.0,1.0
31/01/2011,98.0,55.0,17.0,17.0,25.0,10.0,18.0
24/01/2011,110.0,54.0,60.0,16.0,17.0,25.0,10.0
17/01/2011,142.0,78.0,44.0,12.0,16.0,17.0,25.0
10/01/2011,53.0,29.0,34.0,16.0,12.0,16.0,17.0
03/01/2011,39.0,67.0,52.0,3.0,16.0,12.0,16.0
27/12/2010,304.0,136.0,53.0,16.0,3.0,16.0,12.0
20/12/2010,300.0,68.0,3.0,56.0,16.0,3.0,16.0
13/12/2010,115.0,51.0,44.0,14.0,56.0,16.0,3.0
06/12/2010,176.0,56.0,86.0,13.0,14.0,56.0,16.0
29/11/2010,176.0,44.0,35.0,13.0,13.0,14.0,56.0
22/11/2010,157.0,73.0,58.0,29.0,13.0,13.0,14.0
15/11/2010,188.0,45.0,65.0,44.0,29.0,13.0,13.0
08/11/2010,128.0,79.0,49.0,44.0,44.0,29.0,13.0
01/11/2010,165.0,50.0,43.0,66.0,44.0,44.0,29.0
25/10/2010,129.0,68.0,45.0,43.0,66.0,44.0,44.0
18/10/2010,197.0,68.0,59.0,70.0,43.0,66.0,44.0
11/10/2010,129.0,85.0,58.0,105.0,70.0,43.0,66.0
04/10/2010,217.0,35.0,38.0,21.0,105.0,70.0,43.0
27/09/2010,109.0,124.0,87.0,50.0,21.0,105.0,70.0
20/09/2010,212.0,34.0,34.0,39.0,50.0,21.0,105.0
13/09/2010,265.0,129.0,64.0,51.0,39.0,50.0,21.0
06/09/2010,149.0,42.0,40.0,40.0,51.0,39.0,50.0
30/08/2010,143.0,90.0,23.0,81.0,40.0,51.0,39.0
23/08/2010,165.0,69.0,69.0,35.0,81.0,40.0,51.0
16/08/2010,198.0,48.0,52.0,71.0,35.0,81.0,40.0
09/08/2010,197.0,51.0,30.0,21.0,71.0,35.0,81.0
02/08/2010,211.0,53.0,20.0,52.0,21.0,71.0,35.0
26/07/2010,177.0,42.0,21.0,56.0,52.0,21.0,71.0
19/07/2010,168.0,57.0,17.0,49.0,56.0,52.0,21.0
12/07/2010,110.0,48.0,16.0,21.0,49.0,56.0,52.0
05/07/2010,65.0,52.0,25.0,34.0,21.0,49.0,56.0
28/06/2010,104.0,17.0,25.0,12.0,34.0,21.0,49.0
21/06/2010,85.0,11.0,50.0,9.0,12.0,34.0,21.0
14/06/2010,54.0,12.0,21.0,15.0,9.0,12.0,34.0
07/06/2010,18.0,7.0,12.0,4.0,15.0,9.0,12.0
31/05/2010,16.0,5.0,22.0,14.0,4.0,15.0,9.0
24/05/2010,14.0,0.0,7.0,4.0,14.0,4.0,15.0
17/05/2010,7.0,6.0,2.0,4.0,4.0,14.0,4.0
10/05/2010,27.0,1.0,1.0,0.0,4.0,4.0,14.0
03/05/2010,16.0,3.0,2.0,0.0,0.0,4.0,4.0
26/04/2010,11.0,0.0,1.0,0.0,0.0,0.0,4.0
19/04/2010,2.0,4.0,0.0,0.0,0.0,0.0,0.0
12/04/2010,4.0,5.0,2.0,1.0,0.0,0.0,0.0
05/04/2010,7.0,6.0,3.0,0.0,1.0,0.0,0.0
29/03/2010,15.0,9.0,0.0,3.0,0.0,1.0,0.0
22/03/2010,30.0,6.0,9.0,4.0,3.0,0.0,1.0
15/03/2010,31.0,6.0,2.0,9.0,4.0,3.0,0.0
08/03/2010,25.0,14.0,1.0,8.0,9.0,4.0,3.0
01/03/2010,50.0,8.0,4.0,10.0,8.0,9.0,4.0
22/02/2010,37.0,10.0,2.0,8.0,10.0,8.0,9.0
15/02/2010,59.0,16.0,0.0,15.0,8.0,10.0,8.0
08/02/2010,58.0,28.0,1.0,6.0,15.0,8.0,10.0
01/02/2010,42.0,40.0,1.0,19.0,6.0,15.0,8.0
25/01/2010,91.0,33.0,1.0,14.0,19.0,6.0,15.0
18/01/2010,86.0,28.0,4.0,24.0,14.0,19.0,6.0
11/01/2010,41.0,6.0,12.0,10.0,24.0,14.0,19.0
04/01/2010,47.0,18.0,17.0,21.0,10.0,24.0,14.0
28/12/2009,166.0,31.0,9.0,0.0,21.0,10.0,24.0
21/12/2009,113.0,21.0,6.0,42.0,0.0,21.0,10.0
14/12/2009,62.0,21.0,4.0,21.0,42.0,0.0,21.0
07/12/2009,82.0,38.0,16.0,8.0,21.0,42.0,0.0
30/11/2009,56.0,43.0,14.0,9.0,8.0,21.0,42.0
23/11/2009,46.0,31.0,13.0,15.0,9.0,8.0,21.0
16/11/2009,48.0,46.0,23.0,21.0,15.0,9.0,8.0
09/11/2009,124.0,62.0,12.0,38.0,21.0,15.0,9.0
02/11/2009,74.0,38.0,38.0,18.0,38.0,21.0,15.0
26/10/2009,116.0,95.0,11.0,29.0,18.0,38.0,21.0
19/10/2009,120.0,64.0,20.0,13.0,29.0,18.0,38.0
12/10/2009,101.0,72.0,9.0,14.0,13.0,29.0,18.0
05/10/2009,121.0,93.0,13.0,26.0,14.0,13.0,29.0
28/09/2009,160.0,75.0,11.0,59.0,26.0,14.0,13.0
21/09/2009,199.0,78.0,29.0,35.0,59.0,26.0,14.0
14/09/2009,147.0,84.0,26.0,73.0,35.0,59.0,26.0
07/09/2009,130.0,70.0,11.0,26.0,73.0,35.0,59.0
31/08/2009,175.0,81.0,26.0,55.0,26.0,73.0,35.0
24/08/2009,156.0,59.0,16.0,17.0,55.0,26.0,73.0
17/08/2009,185.0,85.0,19.0,47.0,17.0,55.0,26.0
10/08/2009,123.0,59.0,37.0,15.0,47.0,17.0,55.0
03/08/2009,151.0,97.0,20.0,42.0,15.0,47.0,17.0
27/07/2009,150.0,70.0,20.0,46.0,42.0,15.0,47.0
20/07/2009,169.0,104.0,26.0,39.0,46.0,42.0,15.0
13/07/2009,154.0,42.0,41.0,61.0,39.0,46.0,42.0
06/07/2009,68.0,35.0,17.0,39.0,61.0,39.0,46.0
29/06/2009,93.0,54.0,21.0,19.0,39.0,61.0,39.0
22/06/2009,74.0,48.0,8.0,23.0,19.0,39.0,61.0
15/06/2009,56.0,24.0,15.0,4.0,23.0,19.0,39.0
08/06/2009,35.0,21.0,8.0,17.0,4.0,23.0,19.0
01/06/2009,24.0,10.0,3.0,7.0,17.0,4.0,23.0
25/05/2009,11.0,5.0,4.0,7.0,7.0,17.0,4.0
18/05/2009,35.0,1.0,2.0,0.0,7.0,7.0,17.0
11/05/2009,11.0,0.0,3.0,0.0,0.0,7.0,7.0
04/05/2009,22.0,1.0,7.0,2.0,0.0,0.0,7.0
27/04/2009,8.0,0.0,1.0,3.0,2.0,0.0,0.0
20/04/2009,5.0,0.0,1.0,4.0,3.0,2.0,0.0
13/04/2009,23.0,2.0,2.0,0.0,4.0,3.0,2.0
06/04/2009,27.0,2.0,2.0,2.0,0.0,4.0,3.0
30/03/2009,33.0,1.0,2.0,0.0,2.0,0.0,4.0
23/03/2009,74.0,2.0,1.0,8.0,0.0,2.0,0.0
16/03/2009,57.0,4.0,0.0,14.0,8.0,0.0,2.0
09/03/2009,95.0,0.0,2.0,0.0,14.0,8.0,0.0
02/03/2009,73.0,3.0,3.0,16.0,0.0,14.0,8.0
23/02/2009,171.0,3.0,9.0,3.0,16.0,0.0,14.0
16/02/2009,206.0,5.0,1.0,3.0,3.0,16.0,0.0
09/02/2009,144.0,8.0,8.0,55.0,3.0,3.0,16.0
02/02/2009,155.0,4.0,22.0,13.0,55.0,3.0,3.0
26/01/2009,191.0,17.0,5.0,39.0,13.0,55.0,3.0
19/01/2009,125.0,26.0,13.0,12.0,39.0,13.0,55.0
12/01/2009,157.0,8.0,12.0,17.0,12.0,39.0,13.0
05/01/2009,121.0,20.0,16.0,34.0,17.0,12.0,39.0
29/12/2008,59.0,38.0,17.0,9.0,34.0,17.0,12.0
22/12/2008,333.0,52.0,11.0,1.0,9.0,34.0,17.0
15/12/2008,145.0,27.0,8.0,32.0,1.0,9.0,34.0
08/12/2008,208.0,86.0,29.0,7.0,32.0,1.0,9.0
01/12/2008,174.0,57.0,13.0,38.0,7.0,32.0,1.0
24/11/2008,128.0,76.0,19.0,8.0,38.0,7.0,32.0
17/11/2008,190.0,42.0,9.0,41.0,8.0,38.0,7.0
10/11/2008,228.0,67.0,11.0,43.0,41.0,8.0,38.0
03/11/2008,149.0,41.0,18.0,43.0,43.0,41.0,8.0
27/10/2008,181.0,63.0,5.0,47.0,43.0,43.0,41.0
20/10/2008,131.0,51.0,14.0,39.0,47.0,43.0,43.0
13/10/2008,227.0,48.0,4.0,11.0,39.0,47.0,43.0
06/10/2008,158.0,38.0,6.0,53.0,11.0,39.0,47.0
29/09/2008,168.0,60.0,6.0,36.0,53.0,11.0,39.0
22/09/2008,181.0,55.0,29.0,14.0,36.0,53.0,11.0
15/09/2008,138.0,60.0,2.0,13.0,14.0,36.0,53.0
08/09/2008,129.0,50.0,7.0,33.0,13.0,14.0,36.0
01/09/2008,161.0,51.0,10.0,8.0,33.0,13.0,14.0
25/08/2008,121.0,60.0,2.0,15.0,8.0,33.0,13.0
18/08/2008,128.0,52.0,3.0,22.0,15.0,8.0,33.0
11/08/2008,150.0,50.0,2.0,7.0,22.0,15.0,8.0
04/08/2008,146.0,34.0,9.0,21.0,7.0,22.0,15.0
28/07/2008,115.0,25.0,35.0,44.0,21.0,7.0,22.0
21/07/2008,120.0,19.0,3.0,39.0,44.0,21.0,7.0
14/07/2008,140.0,23.0,44.0,34.0,39.0,44.0,21.0
07/07/2008,73.0,21.0,27.0,12.0,34.0,39.0,44.0
30/06/2008,91.0,28.0,20.0,5.0,12.0,34.0,39.0
23/06/2008,71.0,23.0,4.0,26.0,5.0,12.0,34.0
16/06/2008,61.0,14.0,12.0,0.0,26.0,5.0,12.0
09/06/2008,19.0,4.0,3.0,5.0,0.0,26.0,5.0
02/06/2008,16.0,6.0,5.0,0.0,5.0,0.0,26.0
26/05/2008,11.0,4.0,4.0,1.0,0.0,5.0,0.0
19/05/2008,17.0,3.0,3.0,1.0,1.0,0.0,5.0
12/05/2008,14.0,3.0,2.0,0.0,1.0,1.0,0.0
05/05/2008,13.0,3.0,2.0,1.0,0.0,1.0,1.0
28/04/2008,22.0,4.0,5.0,0.0,1.0,0.0,1.0
21/04/2008,42.0,1.0,1.0,0.0,0.0,1.0,0.0
14/04/2008,4.0,3.0,0.0,4.0,0.0,0.0,1.0
07/04/2008,18.0,1.0,9.0,3.0,4.0,0.0,0.0
31/03/2008,6.0,13.0,1.0,0.0,3.0,4.0,0.0
24/03/2008,10.0,12.0,10.0,4.0,0.0,3.0,4.0
17/03/2008,60.0,18.0,2.0,2.0,4.0,0.0,3.0
10/03/2008,103.0,22.0,16.0,3.0,2.0,4.0,0.0
03/03/2008,31.0,24.0,10.0,2.0,3.0,2.0,4.0
25/02/2008,103.0,22.0,3.0,3.0,2.0,3.0,2.0
18/02/2008,44.0,68.0,25.0,2.0,3.0,2.0,3.0
11/02/2008,91.0,36.0,3.0,12.0,2.0,3.0,2.0
04/02/2008,83.0,44.0,25.0,5.0,12.0,2.0,3.0
28/01/2008,111.0,31.0,32.0,12.0,5.0,12.0,2.0
21/01/2008,91.0,50.0,16.0,2.0,12.0,5.0,12.0
14/01/2008,163.0,27.0,24.0,8.0,2.0,12.0,5.0
07/01/2008,28.0,27.0,35.0,4.0,8.0,2.0,12.0
31/12/2007,106.0,73.0,58.0,1.0,4.0,8.0,2.0
24/12/2007,291.0,64.0,43.0,4.0,1.0,4.0,8.0
17/12/2007,185.0,124.0,62.0,3.0,4.0,1.0,4.0
10/12/2007,197.0,75.0,45.0,2.0,3.0,4.0,1.0
03/12/2007,147.0,38.0,38.0,2.0,2.0,3.0,4.0
26/11/2007,192.0,69.0,45.0,6.0,2.0,2.0,3.0
19/11/2007,190.0,53.0,88.0,8.0,6.0,2.0,2.0
12/11/2007,147.0,68.0,30.0,2.0,8.0,6.0,2.0
05/11/2007,131.0,44.0,76.0,1.0,2.0,8.0,6.0
29/10/2007,149.0,68.0,30.0,0.0,1.0,2.0,8.0
22/10/2007,99.0,63.0,52.0,6.0,0.0,1.0,2.0
15/10/2007,233.0,69.0,65.0,0.0,6.0,0.0,1.0
08/10/2007,146.0,86.0,41.0,2.0,0.0,6.0,0.0
01/10/2007,182.0,46.0,15.0,1.0,2.0,0.0,6.0
24/09/2007,68.0,140.0,76.0,15.0,1.0,2.0,0.0
17/09/2007,180.0,76.0,22.0,10.0,15.0,1.0,2.0
10/09/2007,142.0,48.0,27.0,13.0,10.0,15.0,1.0
03/09/2007,80.0,68.0,22.0,4.0,13.0,10.0,15.0
27/08/2007,194.0,81.0,20.0,2.0,4.0,13.0,10.0
20/08/2007,286.0,79.0,21.0,19.0,2.0,4.0,13.0
13/08/2007,129.0,102.0,2.0,2.0,19.0,2.0,4.0
06/08/2007,93.0,82.0,37.0,25.0,2.0,19.0,2.0
30/07/2007,199.0,84.0,14.0,10.0,25.0,2.0,19.0
23/07/2007,120.0,65.0,22.0,12.0,10.0,25.0,2.0
16/07/2007,151.0,68.0,14.0,6.0,12.0,10.0,25.0
09/07/2007,88.0,64.0,20.0,8.0,6.0,12.0,10.0
02/07/2007,87.0,45.0,36.0,13.0,8.0,6.0,12.0
25/06/2007,67.0,34.0,8.0,11.0,13.0,8.0,6.0
18/06/2007,52.0,16.0,36.0,1.0,11.0,13.0,8.0
11/06/2007,65.0,6.0,9.0,2.0,1.0,11.0,13.0
04/06/2007,6.0,6.0,4.0,0.0,2.0,1.0,11.0
28/05/2007,64.0,2.0,13.0,0.0,0.0,2.0,1.0
21/05/2007,18.0,1.0,1.0,1.0,0.0,0.0,2.0
14/05/2007,3.0,5.0,3.0,1.0,1.0,0.0,0.0
07/05/2007,0.0,3.0,0.0,0.0,1.0,1.0,0.0
30/04/2007,13.0,2.0,2.0,0.0,0.0,1.0,1.0
23/04/2007,9.0,1.0,1.0,1.0,0.0,0.0,1.0
16/04/2007,4.0,6.0,0.0,2.0,1.0,0.0,0.0
09/04/2007,8.0,8.0,0.0,3.0,2.0,1.0,0.0
02/04/2007,12.0,4.0,2.0,2.0,3.0,2.0,1.0
26/03/2007,13.0,6.0,11.0,1.0,2.0,3.0,2.0
19/03/2007,31.0,21.0,1.0,8.0,1.0,2.0,3.0
12/03/2007,35.0,13.0,0.0,2.0,8.0,1.0,2.0
05/03/2007,8.0,13.0,0.0,11.0,2.0,8.0,1.0
26/02/2007,73.0,21.0,0.0,4.0,11.0,2.0,8.0
19/02/2007,77.0,30.0,37.0,7.0,4.0,11.0,2.0
