Date,Close,Vol.L4,Vol.L5,Vol.L11,Vol.L12,Vol.L13,Vol.L17,Vol.L18,% Hold.L4,% Hold.L7,Rating.L3,Rating.L4,Rating.L5,Rating.L14,Rating.L15,Rating.L16,Rating.L20
4/4/2003,25.09,0.362897646,0.363687618,0.324537345,0.330548362,0.335496687,0.334990446,0.289650356,0.2142857142857142,0.2666666666666666,4.30769,4.30769,4.2963,4.25,4.25,4.25,4.24138
4/7/2003,25.171,0.397383573,0.362897646,0.369568217,0.324537345,0.330548362,0.335168178,0.334990446,0.2142857142857142,0.2666666666666666,4.30769,4.30769,4.30769,4.25,4.25,4.25,4.24138
4/8/2003,25.58,0.395735584,0.397383573,0.360048036,0.369568217,0.324537345,0.36029058,0.335168178,0.2142857142857142,0.2142857142857142,4.32,4.30769,4.30769,4.25,4.25,4.25,4.24138
4/9/2003,24.57,0.40711661,0.395735584,0.362378753,0.360048036,0.369568217,0.350751202,0.36029058,0.2142857142857142,0.2142857142857142,4.32,4.32,4.30769,4.25,4.25,4.25,4.25
4/10/2003,24.59,0.405856626,0.40711661,0.351444836,0.362378753,0.360048036,0.335496687,0.350751202,0.2142857142857142,0.2142857142857142,4.26923,4.32,4.32,4.25,4.25,4.25,4.25
4/11/2003,24.2,0.39355425,0.405856626,0.356617794,0.351444836,0.362378753,0.330548362,0.335496687,0.2666666666666666,0.2142857142857142,4.30769,4.26923,4.32,4.25,4.25,4.25,4.25
4/14/2003,24.75,0.42235666,0.39355425,0.363687618,0.356617794,0.351444836,0.324537345,0.330548362,0.2142857142857142,0.2142857142857142,4.30769,4.30769,4.26923,4.25,4.25,4.25,4.25
4/15/2003,24.61,0.414458823,0.42235666,0.362897646,0.363687618,0.356617794,0.369568217,0.324537345,0.2142857142857142,0.2142857142857142,4.30769,4.30769,4.30769,4.25,4.25,4.25,4.25
4/16/2003,24.92,0.374845252,0.414458823,0.397383573,0.362897646,0.363687618,0.360048036,0.369568217,0.2142857142857142,0.2666666666666666,4.30769,4.30769,4.30769,4.25,4.25,4.25,4.25
4/17/2003,25.5,0.382545251,0.374845252,0.395735584,0.397383573,0.362897646,0.362378753,0.360048036,0.2142857142857142,0.2142857142857142,4.30769,4.30769,4.30769,4.2963,4.25,4.25,4.25
4/21/2003,25.21,0.350349619,0.382545251,0.40711661,0.395735584,0.397383573,0.351444836,0.362378753,0.2142857142857142,0.2142857142857142,4.25,4.30769,4.30769,4.30769,4.2963,4.25,4.25
4/22/2003,25.74,0.35351333,0.350349619,0.405856626,0.40711661,0.395735584,0.356617794,0.351444836,0.2666666666666666,0.2142857142857142,4.25,4.25,4.30769,4.30769,4.30769,4.2963,4.25
4/23/2003,25.72,0.36160595,0.35351333,0.39355425,0.405856626,0.40711661,0.363687618,0.356617794,0.2666666666666666,0.2142857142857142,4.25,4.25,4.25,4.30769,4.30769,4.30769,4.25
4/24/2003,25.49,0.36323324,0.36160595,0.42235666,0.39355425,0.405856626,0.362897646,0.363687618,0.2666666666666666,0.2142857142857142,4.25,4.25,4.25,4.32,4.30769,4.30769,4.25
4/25/2003,25.21,0.368671704,0.36323324,0.414458823,0.42235666,0.39355425,0.397383573,0.362897646,0.2666666666666666,0.2666666666666666,4.25,4.25,4.25,4.32,4.32,4.30769,4.25
4/28/2003,25.74,0.325029857,0.368671704,0.374845252,0.414458823,0.42235666,0.395735584,0.397383573,0.2666666666666666,0.2666666666666666,4.25,4.25,4.25,4.26923,4.32,4.32,4.2963
4/29/2003,25.809,0.3256529,0.325029857,0.382545251,0.374845252,0.414458823,0.40711661,0.395735584,0.2666666666666666,0.2666666666666666,4.25,4.25,4.25,4.30769,4.26923,4.32,4.30769
4/30/2003,25.56,0.326278909,0.3256529,0.350349619,0.382545251,0.374845252,0.405856626,0.40711661,0.2666666666666666,0.2666666666666666,4.24138,4.25,4.25,4.30769,4.30769,4.26923,4.30769
5/1/2003,25.71,0.332533609,0.326278909,0.35351333,0.350349619,0.382545251,0.39355425,0.405856626,0.2666666666666666,0.2666666666666666,4.2,4.24138,4.25,4.30769,4.30769,4.30769,4.30769
5/2/2003,26.13,0.327277248,0.332533609,0.36160595,0.35351333,0.350349619,0.42235666,0.39355425,0.3125,0.2666666666666666,4.2,4.2,4.24138,4.30769,4.30769,4.30769,4.32
5/5/2003,25.86,0.321382042,0.327277248,0.36323324,0.36160595,0.35351333,0.414458823,0.42235666,0.3125,0.2666666666666666,4.2,4.2,4.2,4.30769,4.30769,4.30769,4.32
5/6/2003,26.38,0.321392822,0.321382042,0.368671704,0.36323324,0.36160595,0.374845252,0.414458823,0.3125,0.2666666666666666,4.2,4.2,4.2,4.25,4.30769,4.30769,4.26923
5/7/2003,25.99,0.265466545,0.321392822,0.325029857,0.368671704,0.36323324,0.382545251,0.374845252,0.3125,0.3125,4.2,4.2,4.2,4.25,4.25,4.30769,4.30769
5/8/2003,25.75,0.268262464,0.265466545,0.3256529,0.325029857,0.368671704,0.350349619,0.382545251,0.3125,0.3125,4.2,4.2,4.2,4.25,4.25,4.25,4.30769
5/9/2003,26.35,0.259753428,0.268262464,0.326278909,0.3256529,0.325029857,0.35351333,0.350349619,0.3125,0.3125,4.2,4.2,4.2,4.25,4.25,4.25,4.30769
5/12/2003,26.21,0.26651305,0.259753428,0.332533609,0.326278909,0.3256529,0.36160595,0.35351333,0.3125,0.3125,4.2,4.2,4.2,4.25,4.25,4.25,4.30769
5/13/2003,25.99,0.263493846,0.26651305,0.327277248,0.332533609,0.326278909,0.36323324,0.36160595,0.3125,0.3125,4.2,4.2,4.2,4.25,4.25,4.25,4.30769
5/14/2003,25.63,0.229689364,0.263493846,0.321382042,0.327277248,0.332533609,0.368671704,0.36323324,0.3125,0.3125,4.2,4.2,4.2,4.25,4.25,4.25,4.25
5/15/2003,25.79,0.231515076,0.229689364,0.321392822,0.321382042,0.327277248,0.325029857,0.368671704,0.3125,0.3125,4.2069,4.2,4.2,4.24138,4.25,4.25,4.25
5/16/2003,25.57,0.225080189,0.231515076,0.265466545,0.321392822,0.321382042,0.3256529,0.325029857,0.3125,0.3125,4.2,4.2069,4.2,4.2,4.24138,4.25,4.25
5/19/2003,24.8,0.221522012,0.225080189,0.268262464,0.265466545,0.321392822,0.326278909,0.3256529,0.3125,0.3125,4.17241,4.2,4.2069,4.2,4.2,4.24138,4.25
5/20/2003,24.63,0.220388038,0.221522012,0.259753428,0.268262464,0.265466545,0.332533609,0.326278909,0.3333333333333333,0.3125,4.2,4.17241,4.2,4.2,4.2,4.2,4.25
5/21/2003,24.03,0.220089808,0.220388038,0.26651305,0.259753428,0.268262464,0.327277248,0.332533609,0.3125,0.3125,4.2,4.2,4.17241,4.2,4.2,4.2,4.25
5/22/2003,24.16,0.23126243,0.220089808,0.263493846,0.26651305,0.259753428,0.321382042,0.327277248,0.3125,0.3125,4.2,4.2,4.2,4.2,4.2,4.2,4.25
5/23/2003,24.22,0.229281318,0.23126243,0.229689364,0.263493846,0.26651305,0.321392822,0.321382042,0.3125,0.3333333333333333,4.26667,4.2,4.2,4.2,4.2,4.2,4.24138
5/27/2003,24.79,0.228624307,0.229281318,0.231515076,0.229689364,0.263493846,0.265466545,0.321392822,0.25,0.3125,4.26667,4.26667,4.2,4.2,4.2,4.2,4.2
5/28/2003,24.41,0.230465986,0.228624307,0.225080189,0.231515076,0.229689364,0.268262464,0.265466545,0.25,0.3125,4.26667,4.26667,4.26667,4.2,4.2,4.2,4.2
5/29/2003,24.4,0.230124468,0.230465986,0.221522012,0.225080189,0.231515076,0.259753428,0.268262464,0.25,0.3125,4.26667,4.26667,4.26667,4.2,4.2,4.2,4.2
5/30/2003,24.61,0.244204344,0.230124468,0.220388038,0.221522012,0.225080189,0.26651305,0.259753428,0.25,0.25,4.26667,4.26667,4.26667,4.2,4.2,4.2,4.2
6/2/2003,24.639,0.235942487,0.244204344,0.220089808,0.220388038,0.221522012,0.263493846,0.26651305,0.25,0.25,4.26667,4.26667,4.26667,4.2069,4.2,4.2,4.2
6/3/2003,24.88,0.235326234,0.235942487,0.23126243,0.220089808,0.220388038,0.229689364,0.263493846,0.25,0.25,4.26667,4.26667,4.26667,4.2,4.2069,4.2,4.2
6/4/2003,24.87,0.236959585,0.235326234,0.229281318,0.23126243,0.220089808,0.231515076,0.229689364,0.25,0.25,4.26667,4.26667,4.26667,4.17241,4.2,4.2069,4.2
6/5/2003,24.09,0.235606413,0.236959585,0.228624307,0.229281318,0.23126243,0.225080189,0.231515076,0.25,0.25,4.3,4.26667,4.26667,4.2,4.17241,4.2,4.2
6/6/2003,23.67,0.230304753,0.235606413,0.230465986,0.228624307,0.229281318,0.221522012,0.225080189,0.2,0.25,4.3,4.3,4.26667,4.2,4.2,4.17241,4.2
6/9/2003,23.75,0.228496176,0.230304753,0.230124468,0.230465986,0.228624307,0.220388038,0.221522012,0.2,0.25,4.3,4.3,4.3,4.2,4.2,4.2,4.2
6/10/2003,24.68,0.236594461,0.228496176,0.244204344,0.230124468,0.230465986,0.220089808,0.220388038,0.2,0.25,4.3,4.3,4.3,4.26667,4.2,4.2,4.2069
6/11/2003,24.88,0.238289004,0.236594461,0.235942487,0.244204344,0.230124468,0.23126243,0.220089808,0.2,0.2,4.3,4.3,4.3,4.26667,4.26667,4.2,4.2
6/12/2003,24.99,0.239090256,0.238289004,0.235326234,0.235942487,0.244204344,0.229281318,0.23126243,0.2,0.2,4.3,4.3,4.3,4.26667,4.26667,4.26667,4.17241
6/13/2003,24.65,0.2653659,0.239090256,0.236959585,0.235326234,0.235942487,0.228624307,0.229281318,0.2,0.2,4.3,4.3,4.3,4.26667,4.26667,4.26667,4.2
6/16/2003,25.39,0.268006095,0.2653659,0.235606413,0.236959585,0.235326234,0.230465986,0.228624307,0.2,0.2,4.3,4.3,4.3,4.26667,4.26667,4.26667,4.2
6/17/2003,25.959,0.268105847,0.268006095,0.230304753,0.235606413,0.236959585,0.230124468,0.230465986,0.2,0.2,4.3,4.3,4.3,4.26667,4.26667,4.26667,4.2
6/18/2003,26.07,0.26796558,0.268105847,0.228496176,0.230304753,0.235606413,0.244204344,0.230124468,0.2,0.2,4.3,4.3,4.3,4.26667,4.26667,4.26667,4.26667
6/19/2003,26.07,0.288282006,0.26796558,0.236594461,0.228496176,0.230304753,0.235942487,0.244204344,0.2,0.2,4.3,4.3,4.3,4.26667,4.26667,4.26667,4.26667
6/20/2003,26.33,0.297288854,0.288282006,0.238289004,0.236594461,0.228496176,0.235326234,0.235942487,0.2,0.2,4.3,4.3,4.3,4.3,4.26667,4.26667,4.26667
6/23/2003,25.78,0.274719132,0.297288854,0.239090256,0.238289004,0.236594461,0.236959585,0.235326234,0.2,0.2,4.3,4.3,4.3,4.3,4.3,4.26667,4.26667
6/24/2003,25.7,0.27282567,0.274719132,0.2653659,0.239090256,0.238289004,0.235606413,0.236959585,0.2,0.2,4.3,4.3,4.3,4.3,4.3,4.3,4.26667
6/25/2003,25.26,0.254823833,0.27282567,0.268006095,0.2653659,0.239090256,0.230304753,0.235606413,0.2,0.2,4.3,4.3,4.3,4.3,4.3,4.3,4.26667
6/26/2003,25.75,0.269572122,0.254823833,0.268105847,0.268006095,0.2653659,0.228496176,0.230304753,0.2,0.2,4.3,4.3,4.3,4.3,4.3,4.3,4.26667
6/27/2003,25.63,0.270425243,0.269572122,0.26796558,0.268105847,0.268006095,0.236594461,0.228496176,0.2,0.2,4.3,4.3,4.3,4.3,4.3,4.3,4.26667
6/30/2003,25.64,0.268269513,0.270425243,0.288282006,0.26796558,0.268105847,0.238289004,0.236594461,0.2,0.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3
7/1/2003,26.15,0.268534594,0.268269513,0.297288854,0.288282006,0.26796558,0.239090256,0.238289004,0.2,0.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3
7/2/2003,26.88,0.269529251,0.268534594,0.274719132,0.297288854,0.288282006,0.2653659,0.239090256,0.2,0.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3
7/3/2003,26.5,0.268635769,0.269529251,0.27282567,0.274719132,0.297288854,0.268006095,0.2653659,0.2,0.2,4.36667,4.3,4.3,4.3,4.3,4.3,4.3
7/7/2003,27.42,0.275533277,0.268635769,0.254823833,0.27282567,0.274719132,0.268105847,0.268006095,0.1333333333333333,0.2,4.36667,4.36667,4.3,4.3,4.3,4.3,4.3
7/8/2003,27.7,0.287776423,0.275533277,0.269572122,0.254823833,0.27282567,0.26796558,0.268105847,0.1333333333333333,0.2,4.36667,4.36667,4.36667,4.3,4.3,4.3,4.3
7/9/2003,27.47,0.294170508,0.287776423,0.270425243,0.269572122,0.254823833,0.288282006,0.26796558,0.1333333333333333,0.2,4.36667,4.36667,4.36667,4.3,4.3,4.3,4.3
7/10/2003,26.91,0.284213318,0.294170508,0.268269513,0.270425243,0.269572122,0.297288854,0.288282006,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.3,4.3,4.3,4.3
7/11/2003,27.309,0.270936755,0.284213318,0.268534594,0.268269513,0.270425243,0.274719132,0.297288854,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.3,4.3,4.3,4.3
7/14/2003,27.4,0.276164138,0.270936755,0.269529251,0.268534594,0.268269513,0.27282567,0.274719132,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.3,4.3,4.3,4.3
7/15/2003,27.27,0.266901447,0.276164138,0.268635769,0.269529251,0.268534594,0.254823833,0.27282567,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.3,4.3,4.3,4.3
7/16/2003,27.52,0.269125604,0.266901447,0.275533277,0.268635769,0.269529251,0.269572122,0.254823833,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.3,4.3,4.3,4.3
7/17/2003,26.69,0.269153073,0.269125604,0.287776423,0.275533277,0.268635769,0.270425243,0.269572122,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.3,4.3,4.3,4.3
7/18/2003,26.89,0.263301818,0.269153073,0.294170508,0.287776423,0.275533277,0.268269513,0.270425243,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.3,4.3,4.3,4.3
7/21/2003,26.04,0.248156666,0.263301818,0.284213318,0.294170508,0.287776423,0.268534594,0.268269513,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.36667,4.3,4.3,4.3
7/22/2003,26.38,0.265782479,0.248156666,0.270936755,0.284213318,0.294170508,0.269529251,0.268534594,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.36667,4.36667,4.3,4.3
7/23/2003,26.45,0.266459082,0.265782479,0.276164138,0.270936755,0.284213318,0.268635769,0.269529251,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.36667,4.36667,4.36667,4.3
7/24/2003,26.0,0.29081778,0.266459082,0.266901447,0.276164138,0.270936755,0.275533277,0.268635769,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.36667,4.36667,4.36667,4.3
7/25/2003,26.89,0.29232363,0.29081778,0.269125604,0.266901447,0.276164138,0.287776423,0.275533277,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.36667,4.36667,4.36667,4.3
7/28/2003,26.61,0.282017416,0.29232363,0.269153073,0.269125604,0.266901447,0.294170508,0.287776423,0.1333333333333333,0.1333333333333333,4.36667,4.36667,4.36667,4.36667,4.36667,4.36667,4.3
7/29/2003,26.47,0.288853551,0.282017416,0.263301818,0.269153073,0.269125604,0.284213318,0.294170508,0.1333333333333333,0.1333333333333333,4.32258,4.36667,4.36667,4.36667,4.36667,4.36667,4.36667
7/30/2003,26.23,0.302799445,0.288853551,0.248156666,0.263301818,0.269153073,0.270936755,0.284213318,0.1875,0.1333333333333333,4.32258,4.32258,4.36667,4.36667,4.36667,4.36667,4.36667
7/31/2003,26.41,0.300192813,0.302799445,0.265782479,0.248156666,0.263301818,0.276164138,0.270936755,0.1875,0.1333333333333333,4.32258,4.32258,4.32258,4.36667,4.36667,4.36667,4.36667
8/1/2003,26.17,0.300358134,0.300192813,0.266459082,0.265782479,0.248156666,0.266901447,0.276164138,0.1875,0.1333333333333333,4.32258,4.32258,4.32258,4.36667,4.36667,4.36667,4.36667
8/4/2003,26.18,0.302608362,0.300358134,0.29081778,0.266459082,0.265782479,0.269125604,0.266901447,0.1875,0.1875,4.32258,4.32258,4.32258,4.36667,4.36667,4.36667,4.36667
8/5/2003,25.66,0.295846613,0.302608362,0.29232363,0.29081778,0.266459082,0.269153073,0.269125604,0.1875,0.1875,4.32258,4.32258,4.32258,4.36667,4.36667,4.36667,4.36667
8/6/2003,25.65,0.280450027,0.295846613,0.282017416,0.29232363,0.29081778,0.263301818,0.269153073,0.1875,0.1875,4.32258,4.32258,4.32258,4.36667,4.36667,4.36667,4.36667
8/7/2003,25.71,0.276480084,0.280450027,0.288853551,0.282017416,0.29232363,0.248156666,0.263301818,0.1875,0.1875,4.32258,4.32258,4.32258,4.36667,4.36667,4.36667,4.36667
8/8/2003,25.58,0.25354551,0.276480084,0.302799445,0.288853551,0.282017416,0.265782479,0.248156666,0.1875,0.1875,4.32258,4.32258,4.32258,4.36667,4.36667,4.36667,4.36667
8/11/2003,25.61,0.249158726,0.25354551,0.300192813,0.302799445,0.288853551,0.266459082,0.265782479,0.1875,0.1875,4.32258,4.32258,4.32258,4.36667,4.36667,4.36667,4.36667
8/12/2003,25.73,0.249378055,0.249158726,0.300358134,0.300192813,0.302799445,0.29081778,0.266459082,0.1875,0.1875,4.32258,4.32258,4.32258,4.36667,4.36667,4.36667,4.36667
8/13/2003,25.6,0.241365201,0.249378055,0.302608362,0.300358134,0.300192813,0.29232363,0.29081778,0.1875,0.1875,4.28125,4.32258,4.32258,4.32258,4.36667,4.36667,4.36667
8/14/2003,25.63,0.233689725,0.241365201,0.295846613,0.302608362,0.300358134,0.282017416,0.29232363,0.2352941176470588,0.1875,4.28125,4.28125,4.32258,4.32258,4.32258,4.36667,4.36667
8/15/2003,25.54,0.234199935,0.233689725,0.280450027,0.295846613,0.302608362,0.288853551,0.282017416,0.2352941176470588,0.1875,4.28125,4.28125,4.28125,4.32258,4.32258,4.32258,4.36667
8/18/2003,25.7,0.234231709,0.234199935,0.276480084,0.280450027,0.295846613,0.302799445,0.288853551,0.2352941176470588,0.1875,4.28125,4.28125,4.28125,4.32258,4.32258,4.32258,4.36667
8/19/2003,26.62,0.230632276,0.234231709,0.25354551,0.276480084,0.280450027,0.300192813,0.302799445,0.2352941176470588,0.2352941176470588,4.28125,4.28125,4.28125,4.32258,4.32258,4.32258,4.36667
8/20/2003,26.45,0.208336131,0.230632276,0.249158726,0.25354551,0.276480084,0.300358134,0.300192813,0.2352941176470588,0.2352941176470588,4.28125,4.28125,4.28125,4.32258,4.32258,4.32258,4.36667
8/21/2003,26.24,0.207672165,0.208336131,0.249378055,0.249158726,0.25354551,0.302608362,0.300358134,0.2352941176470588,0.2352941176470588,4.28125,4.28125,4.28125,4.32258,4.32258,4.32258,4.32258
8/22/2003,26.22,0.215992759,0.207672165,0.241365201,0.249378055,0.249158726,0.295846613,0.302608362,0.2352941176470588,0.2352941176470588,4.28125,4.28125,4.28125,4.32258,4.32258,4.32258,4.32258
8/25/2003,26.5,0.212924046,0.215992759,0.233689725,0.241365201,0.249378055,0.280450027,0.295846613,0.2352941176470588,0.2352941176470588,4.28125,4.28125,4.28125,4.32258,4.32258,4.32258,4.32258
